,County,2012 Pop,2012 Household Income,2017 Pop,2017 Household Income
3075,"Shelby County, Texas",25602,35732,25689,38121
3076,"Sherman County, Texas",3040,47500,3067,54961
3077,"Smith County, Texas",209691,47312,222277,50742
3078,"Somervell County, Texas",8444,51618,8650,52346
3079,"Starr County, Texas",60882,24653,63420,27133
3080,"Stephens County, Texas",9561,38424,9365,45862
3081,"Sterling County, Texas",1223,44239,1139,50000
3082,"Stonewall County, Texas",1447,52917,1084,46786
3083,"Sutton County, Texas",4123,62321,3894,60996
3084,"Swisher County, Texas",7816,40227,7541,37883
3085,"Tarrant County, Texas",1814667,56859,1983675,62532
3086,"Taylor County, Texas",131425,44372,135371,49161
3087,"Terrell County, Texas",1001,37750,721,26063
3088,"Terry County, Texas",12561,35537,12755,42441
3089,"Throckmorton County, Texas",1626,41019,1541,37279
3090,"Titus County, Texas",32045,40909,32664,46980
3091,"Tom Green County, Texas",110434,44310,116906,49662
3092,"Travis County, Texas",1034842,56403,1176584,68350
3093,"Trinity County, Texas",14466,37223,14481,37398
3094,"Tyler County, Texas",21638,36785,21456,44396
3095,"Upshur County, Texas",39386,45696,40506,48796
3096,"Upton County, Texas",3300,52042,3575,52750
3097,"Uvalde County, Texas",26434,34110,27015,40781
3098,"Val Verde County, Texas",48578,40509,48976,44609
3099,"Van Zandt County, Texas",52507,42668,53607,50061
3100,"Victoria County, Texas",87188,50097,91518,55740
3101,"Walker County, Texas",67447,38654,70818,41456
3102,"Waller County, Texas",42894,51576,48443,53506
3103,"Ward County, Texas",10705,40222,11498,63333
3104,"Washington County, Texas",33628,44162,34667,55793
3105,"Webb County, Texas",250320,38421,269624,40442
3106,"Wharton County, Texas",41153,40988,41430,50145
3107,"Wheeler County, Texas",5414,49615,5599,50910
3108,"Wichita County, Texas",131019,45589,131778,45776
3109,"Wilbarger County, Texas",13451,42271,12972,43913
3110,"Willacy County, Texas",21983,26369,21839,29104
3111,"Williamson County, Texas",426296,70849,508313,79123
3112,"Wilson County, Texas",42999,62870,47205,71942
3113,"Winkler County, Texas",7137,47167,7777,55000
3114,"Wise County, Texas",59351,55492,63247,59081
3115,"Wood County, Texas",41927,42404,43315,48038
3116,"Yoakum County, Texas",7918,48611,8481,62500
3117,"Young County, Texas",18368,42008,18166,46351
3118,"Zapata County, Texas",14014,28617,14415,34550
3119,"Zavala County, Texas",11753,25206,12152,25988
3120,"Beaver County, Utah",6527,45948,6414,47878
3121,"Box Elder County, Utah",49660,55918,52182,58835
3122,"Cache County, Utah",112095,49203,120288,53812
3123,"Carbon County, Utah",21153,47240,20512,46994
3124,"Daggett County, Utah",897,44792,702,85000
3125,"Davis County, Utah",306664,69355,334977,75961
3126,"Duchesne County, Utah",18537,55724,20259,63000
3127,"Emery County, Utah",10902,51372,10410,51852
3128,"Garfield County, Utah",5107,44345,5020,51700
3129,"Grand County, Utah",9183,42208,9544,46658
3130,"Iron County, Utah",45984,42296,48504,45422
3131,"Juab County, Utah",10233,53314,10694,57590
3132,"Kane County, Utah",7093,46979,7246,50266
3133,"Millard County, Utah",12436,47235,12651,59312
3134,"Morgan County, Utah",9485,77159,11014,86071
3135,"Piute County, Utah",1699,37273,1860,41750
3136,"Rich County, Utah",2264,49803,2307,52917
3137,"Salt Lake County, Utah",1032226,59626,1106700,67922
3138,"San Juan County, Utah",14707,40186,15193,42581
3139,"Sanpete County, Utah",27645,46214,28892,50928
3140,"Sevier County, Utah",20759,45599,20961,50850
3141,"Summit County, Utah",36598,86515,39731,94952
3142,"Tooele County, Utah",58158,61933,63357,66542
3143,"Uintah County, Utah",32809,61850,36343,67012
3144,"Utah County, Utah",516571,59864,576496,67042
3145,"Wasatch County, Utah",23661,65012,29306,74552
3146,"Washington County, Utah",139484,49145,155577,55175
3147,"Wayne County, Utah",2756,44821,2700,42444
3148,"Weber County, Utah",230940,54923,244101,62036
3149,"Addison County, Vermont",36814,57785,36825,61875
3150,"Bennington County, Vermont",36990,48938,36054,52251
3151,"Caledonia County, Vermont",31170,44435,30576,47371
3152,"Chittenden County, Vermont",156696,63900,160985,66906
3153,"Essex County, Vermont",6316,37214,6203,38767
3154,"Franklin County, Vermont",47853,55051,48816,62214
3155,"Grand Isle County, Vermont",7032,60433,6950,66111
3156,"Lamoille County, Vermont",24471,54064,25191,54899
3157,"Orange County, Vermont",28980,53627,28901,56584
3158,"Orleans County, Vermont",27198,41618,26951,45664
3159,"Rutland County, Vermont",61599,48968,59676,52635
3160,"Washington County, Vermont",59462,57276,58691,60602
3161,"Guayama Municipio, Puerto Rico",45250,17496,42623,15296
3162,"Guayanilla Municipio, Puerto Rico",21493,14679,19578,14988
3163,"Guaynabo Municipio, Puerto Rico",97639,34638,90773,34060
3164,"Gurabo Municipio, Puerto Rico",45540,27817,47074,32625
3165,"Hatillo Municipio, Puerto Rico",41945,18669,40978,17770
3166,"Hormigueros Municipio, Puerto Rico",17217,20428,16474,19674
3167,"Humacao Municipio, Puerto Rico",58333,19918,54736,18735
3168,"Isabela Municipio, Puerto Rico",45567,14570,43314,16333
3169,"Jayuya Municipio, Puerto Rico",16600,17137,15297,15615
3170,"Juncos Municipio, Puerto Rico",40292,18946,39704,18533
3171,"Lajas Municipio, Puerto Rico",25671,13698,23893,13896
3172,"Lares Municipio, Puerto Rico",30628,12094,27321,12820
3173,"Las Piedras Municipio, Puerto Rico",38687,19345,38253,20587
3174,"Luquillo Municipio, Puerto Rico",20050,20084,18952,19377
3175,"Maricao Municipio, Puerto Rico",6546,12288,6180,13462
3176,"Maunabo Municipio, Puerto Rico",12201,16043,11297,17636
3177,"Moca Municipio, Puerto Rico",40044,14384,37676,13413
3178,"Morovis Municipio, Puerto Rico",32617,14596,31785,18739
3179,"Naguabo Municipio, Puerto Rico",26761,16706,26584,18976
3180,"Naranjito Municipio, Puerto Rico",30385,16007,29112,18069
3181,"Orocovis Municipio, Puerto Rico",23386,14296,21906,14296
3182,"Patillas Municipio, Puerto Rico",19225,14777,17769,14512
3183,"Ponce Municipio, Puerto Rico",165602,17459,148863,16561
3184,"Quebradillas Municipio, Puerto Rico",25874,14255,24548,16082
3185,"Sabana Grande Municipio, Puerto Rico",25216,15958,23610,15736
3186,"Salinas Municipio, Puerto Rico",31019,13386,29239,16246
3187,"San Juan Municipio, Puerto Rico",393633,23100,355181,21677
3188,"San Lorenzo Municipio, Puerto Rico",40979,17875,38689,18589
3189,"Santa Isabel Municipio, Puerto Rico",23261,18024,22475,16816
3190,"Toa Alta Municipio, Puerto Rico",74178,27211,74169,29672
3191,"Toa Baja Municipio, Puerto Rico",89294,23572,81905,24583
3192,"Trujillo Alto Municipio, Puerto Rico",74655,31354,69478,31202
3193,"Utuado Municipio, Puerto Rico",33033,14752,30209,15931
3194,"Vega Alta Municipio, Puerto Rico",39913,17616,38589,18053
3195,"Vega Baja Municipio, Puerto Rico",59444,16462,54754,18900
3196,"Vieques Municipio, Puerto Rico",9293,16598,8931,16261
3197,"Villalba Municipio, Puerto Rico",25983,16014,23659,19893
3198,"Yabucoa Municipio, Puerto Rico",37823,17926,35025,15586
3199,"Yauco Municipio, Puerto Rico",41876,14728,37585,14451
3200,"Las Marías Municipio, Puerto Rico",9853,14460,8874,14404
3201,"San Germán Municipio, Puerto Rico",35441,15470,32937,15036
3202,"Comerío Municipio, Puerto Rico",20745,12481,19914,13523
3203,"Guánica Municipio, Puerto Rico",19363,13567,17327,12653
3204,"Peñuelas Municipio, Puerto Rico",24193,15541,21661,16868
3205,"Añasco Municipio, Puerto Rico",29236,16771,27892,18765
3206,"San Sebastián Municipio, Puerto Rico",42291,13658,38970,14275
3207,"Bayamón Municipio, Puerto Rico",207337,24609,188614,25528
3208,"Cataño Municipio, Puerto Rico",28049,17780,25595,18663
3209,"Mayagüez Municipio, Puerto Rico",88664,15060,79615,14642
3210,"Canóvanas Municipio, Puerto Rico",47656,22746,46779,19986
3211,"Rincón Municipio, Puerto Rico",15182,16548,14526,18292
3212,"Loíza Municipio, Puerto Rico",29997,19100,27242,17273
3213,"Juana Díaz Municipio, Puerto Rico",50695,16938,47952,20228
3214,"Río Grande Municipio, Puerto Rico",54203,22491,51768,22584
3215,"Manatí Municipio, Puerto Rico",43974,17513,40705,18191
